company_name,address,employees,asset,company_name_kana,company_name_en,searchtag,salesperson,inactive_flag,status
テクト株式会社,,,,テクト株式会社,,CCAKTKT, 隼人,いいえ,
 Software Japan 合同会社,,,, Software Japan,,,サイン #,いいえ,
 Software Japan合同会社,,,,,,,サイン #,いいえ,
式会社,,,,スアイ,CDSi K.K.,CDSI,サイン #,はい,休眠
運営委員会,,,,,,,サイン #,いいえ,
tica Japan K.K.,,,,tica Japan K.K.,,CELES,サイン #,いいえ,
株式会社,,,,,,,サイン #,いいえ,
d株式会社,,,,d,,, 健太,いいえ,
d株式会社,,,,,,,サイン #,いいえ,
is,,,,,,,サイン #,いいえ,
 Japan K. K.,,,, Japan,CENIT Japan K. K.,, Alpha俊徳,いいえ,
ify,,,,,,,サイン #,いいえ,
id,,,,,Cepheid,,サイン #,いいえ,
A,,,,,,, 聰志,いいえ,
fied Security Solutions,,,,fied Security Solutions,Certified Security Solutions,CSS,サイン #,いいえ,
ZA GYM GROUP,,,,,,,サイン #,いいえ,
.K.,,,,ェイ,CFJ K.K.,CFJ,サイン #,はい,休眠
会社,,,,ェー,CFJ G.K.,CFJGK,サイン #,はい,休眠
ズバーグ株式会社,,,,ィーランズバーグ,CFT Ransburg Japan KK,, 武司,いいえ,
タジオ株式会社,,,,,,映像制作,サイン #,いいえ,
boost,,,,boost,,, 翼,いいえ,
 Point SOFTWARE TECHNOLOGIES,,,,,,,サイン #,いいえ,
 Point SOFTWARE TECHNOLOGIES,,,,,,,サイン #,いいえ,
on International Gas Inc.,,,,インターナショナルガスインク,,CI-GAS,サイン #,いいえ,
ルディングスグループ,,,,,,,サイン #,いいえ,
RA NO MOTO,,,,,,,サイン #,いいえ,
RANOMOTO,,,,,,,サイン #,いいえ,
RANOMOTO GLOBAL HOLDINGS PTE. LTD.,,,,RANOMOTO GLOBAL HOLDINGS PTE. LTD.,CHIKARANOMOTO GLOBAL HOLDINGS PTE. LTD.,, 誠,いいえ,
 Communications Services International Limited,,,,ミュニケーションサービスインターナショナルリミテッド,China Communications Services International Limited,, 章子,いいえ,
 Comservice (HongKong) Limited,,,,ムサービスホンコンリミテッド,China Comservice (HongKong) Limited,CCSHL, Alpha俊徳,いいえ,
 Mobile International (UK) Limited,,,,バイル,,, 麗,いいえ,
 MOBILE INTERNATIONAL K.K.,,,,バイルインターナショナル,CHINA MOBILE INTERNATIONAL K.K.,CMI,口 遼,いいえ,
 TELECOM GLOBAL LTD.,,,,レコム,CHINA TELECOM GLOBAL LTD.,CHINAT, 賢太郎,いいえ,
 Telecom Japan K.K.,,,, Telecom Japan K.K.,,CTJ, 賢太郎,いいえ,
損害保険株式会社,,,,ソンガイホケン,Chubb Insurance Japan,CHUBB, 真珠音,いいえ,
h Japan Company Limited,,,,ャパンカンパニー,Church Japan Company Limited,CJC,レオン,いいえ,
World Markets Japan Inc.,,,,ールドマーケッツジャパン,CIBC World Markets Japan Inc.,CIBCWMJ,サイン #,はい,休眠
sta in giappone,,,,・イン・ジャッポーネ,,,サイン #,いいえ,
"ess Japan Co., Ltd.",,,,ジャパン,"Cimpress Japan Co., Ltd.",Cimpress, 英生,いいえ,
E TECHNOLOGY,,,,クノロジー,CIRCLE TECHNOLOGY,,サイン #,いいえ,
 Meraki,,,,,,,サイン #,いいえ,
 Systems (USA) Pte. Ltd.,,,,,,,サイン #,いいえ,
 Systems G.K.,,,,,,,サイン #,いいえ,
 キャピタル パートナーズ ジャパン リミテッド,,,,キャピタルパートナーズジャパンリミテッド,CITIC Capital Partners Japan Limited,CITIC,サイン #,はい,休眠
x Systems Iberia,,,,,,,サイン #,いいえ,
"x Systems, Inc.",,,,"x Systems, Inc.",,,サイン #,いいえ,
OF KITAKYUSHU,,,,,,,サイン #,いいえ,
Yoga Berlin GmbH,,,,ガ ベルリン,City Yoga Berlin GmbH,,サイン #,いいえ,
i株式会社,,,,i,,Classi, 大輔,いいえ,
E monet H2O・AVEDA salon&spa,,,,,,,サイン #,いいえ,
Tablet Technologies,,,,Tablet Technologies,Clay Tablet Technologies,,サイン #,いいえ,
Dimensions,,,,Dimensions,ClickDimensions,,サイン #,いいえ,
S株式会社,,,,S,"CLINKS Co.,Ltd.",,サイン #,いいえ,
ine株式会社,,,,,,,サイン #,いいえ,
株式会社,,,,,,,サイン #,いいえ,
 pack,,,,,,,サイン #,いいえ,
e ERP Parners for SMB,,,,e ERP Parners for SMB,Cloude ERP Parners for SMB,,サイン #,いいえ,
ERA,,,,,,,サイン #,いいえ,
"era, Inc.",,,,era,"Cloudera, Inc.",,サイン #,いいえ,
era株式会社,,,,era,,,サイン #,いいえ,
pack,,,,,,,サイン #,いいえ,
SOPHIA,,,,,,,サイン #,いいえ,
Cola Far East Limited,,,,,,,サイン #,いいえ,
o SB株式会社,,,,o SB,cocoro SB Corp.,, 晃太,いいえ,
OR HAKODATE,,,,,,,サイン #,いいえ,
zant Technology Solutions,,,,トテクノロジーソリューションズ,Cognizant Technology Solutions,COGNIZ,サイン #,はい,休眠
ity Japan株式会社,,,,,,,サイン #,いいえ,
HAAN JAPAN合同会社,,,,ンジャパン,"Cole Haan Japan, LLC.",COLE, 一馬,はい,終息
"an Japan co,. ltd",,,,ジャパン,,,サイン #,いいえ,
Data Centre Services,,,,,,,サイン #,いいえ,
クノロジーサービス株式会社,,,,,,Colt, 誠,いいえ,
COPE,,,,,,,サイン #,いいえ,
ault,,,,ault,Commvault,,サイン #,いいえ,
ault Systems (Japan) KK,,,,,,,サイン #,いいえ,
ault Systems Japan K.K.,,,,システムズジャパン,CommVault Systems Japan K.K.,,サイン #,はい,休眠
ault Systems Japan株式会社,,,,,,,サイン #,いいえ,
ault Systems Jpan株式会社,,,,システムズジャパン,,, 敏之,いいえ,
tecEngineeringLtd.,,,,tec Engineering Ltd.,Computec Engineering Ltd.,, 敏之,いいえ,
terCorp Pty Ltd.,,,,ターコープ,ComputerCorp Pty Ltd.,COMPCO,サイン #,いいえ,
ctivity Solutions,,,,,,,サイン #,いいえ,
NTRY NETWORKS,,,,,,,サイン #,いいえ,
VIO,,,,,,,サイン #,いいえ,
adTV株式会社,,,,adTV,,COOKPADTV, 雄三,いいえ,
a Savills LLP,,,,a Savills LLP,Cordea Savills LLP,, 拓,はい,休眠
iew,,,,iew,,,サイン #,いいえ,
l,,,,l,,,サイン #,いいえ,
s Business Systems S.A.,,,,s Business Systems S.A.,Cosmos Business Systems S.A.,,サイン #,いいえ,
na Inspection Japan Ltd.,,,,na Inspection Japan Ltd.,Cotecna Inspection Japan Ltd.,CIJ, 袈琳,いいえ,
"ADESIGN, Inc.",,,,,,,サイン #,いいえ,
ien,,,,ien,Covidien,,サイン #,いいえ,
式会社,,,,,,CPNARITA, 正臣,いいえ,終息
nApps Inc.,,,,nApps Inc.,,,サイン #,いいえ,
T SUISSE AG,,,,T SUISSE AG,,, Alpha俊徳,いいえ,
ent Heights,,,,ト ハイツ,Crescent Heights,CR-H,サイン #,はい,休眠
株式会社,,,,,,,サイン #,いいえ,
ルディングス株式会社,,,,ジーホールディングス,,,サイン #,いいえ,
ルディングス株式会社,,,,ルディングス,CRG Holdings Corporation,, 紗央莉,いいえ,
o,,,,,,,サイン #,いいえ,
o Beijing,,,,キン,,クリテオ, 功明,いいえ,
o HongKong,,,,ンコン,,クリテオ, 功明,いいえ,
O株式会社,,,,,Criteo K.K.,CRITEO, 理美,いいえ,
gen,,,,gen,Critigen,,サイン #,いいえ,
 Asia Pte. Ltd.,,,, エイジア プライベート リミテッド,Crocs Asia Pte. Ltd.,Crocs,サイン #,いいえ,
株式会社,,,,,,"ファッション通販サイト運営,ブログサービス運営",サイン #,いいえ,
Strike Japan K.K.,,,,Strike Japan K.K.,CrowdStrike Japan K.K.,CROWDSTRIKE, Alpha俊徳,いいえ,
Strike Japan株式会社,,,,,,,サイン #,いいえ,
 LINE (PTE) LTD,,,,,,,サイン #,いいえ,
" LINE (SHANGHAI) ADVERTISING CO., LTD.",,,,,,,サイン #,いいえ,
al Gaze合同会社,,,,ゲイズ,Crystal Gaze LLC.,,サイン #,いいえ,
"ャパン, リミテッド",,,,パンリミテッド,CSC Japan Ltd,CSCJL,サイン #,いいえ,
"easing, Inc.",,,,"easing, Inc.","CSI Leasing, Inc.",CSI-L,サイン #,いいえ,
リング株式会社,,,,ルベーリング,CSL Behring K.K.,FUJISAWA,和美,いいえ,
セント株式会社,,,,スクレセント,CSS Crescent Corporation,,サイン #,いいえ,
"BANK CO., LTD.",,,,,,,サイン #,いいえ,
ピー株式会社,,,,,,,サイン #,いいえ,
テムマネジメント株式会社,,,,シーシステムマネジメント,CTC System Management Corporation,,村 章弘,はい,休眠
ノロジー株式会社,,,,シーテクノロジー,CTC TECHNOLOGY Corporation,CTCT,村 章弘,いいえ,
ーストコンタクト株式会社,東京都世田谷区駒沢1-16-7　駒沢中村ビル,,50000000,,,コールセンター運営,サイン #,いいえ,
an & Wakefield Asset Management K.K,東京都千代田区永田町2-11-1山王パークタワー13階,,3225000000,ンアンドウエイクフィールドアセットマネージメント,Cushman & Wakefield Asset Management K.K,, 真珠音,はい,休眠
obility BV,,,,obility BV,CWR Mobility BV,,サイン #,いいえ,
Ark Japan,,,,Ark Japan,,,サイン #,いいえ,
Ark Software Ltd.,,,,,,,サイン #,いいえ,
Ark Software株式会社,,,,ークソフトウェア,"CyberArk Software, Ltd.",,サイン #,いいえ,
ンソーシアムホールディングス株式会社,東京都渋谷区恵比寿4丁目20番3号 恵比寿ガーデンプレイスタワー,,40000000,ーシアムホールディングス,D.A.Consortium Holdings,, 僚,いいえ,
"lisher of America, Inc.",,,,"lisher of America, Inc.","D3Publisher of America, Inc.",, 翼,はい,休眠
dil Japan IT,,,,dil Japan IT,,,サイン #,いいえ,
"N (CHINA) INVESTMENT CO., LTD.",,,,ンベストメント,"DAIKIN (CHINA) INVESTMENT CO., LTD.",, 良,いいえ,
 CALIFORNIA LLC,,,,,,,サイン #,いいえ,
 Industries (Australia) Pty Ltd,,,, Industries (Australia) Pty Ltd,Daiso Industries (Australia) Pty Ltd,,賀 将善,はい,休眠
3,,,,3,,,サイン #,いいえ,
ricks,,,,,,,サイン #,いいえ,
om Group Ltd,,,,グループ,Datacom Group Ltd,DATACOM, 映美,いいえ,
OG,,,,,,,サイン #,いいえ,
"esh Japan Co., Ltd",,,,,,,サイン #,いいえ,
esh株式会社,,,,シュ,,,サイン #,いいえ,
obot,,,,,,,サイン #,いいえ,
kommunikation GmbH,,,,kommunikation GmbH,,,サイン #,いいえ,
 STUDIO株式会社,,,,,,,サイン #,いいえ,
ルディングス株式会社,,,,ルディングス,,,木 拓己,いいえ,
"nformation Technology (Shanghai) Co., Ltd.",,,,,,,サイン #,いいえ,
テクト株式会社,,,,,,セミナー運営,サイン #,いいえ,
oise & Plimpton LLP,,,,oise & Plimpton LLP,Debevoise & Plimpton LLP,D&P,サイン #,いいえ,終息
rs Japan合同会社,,,,rs Japan,,, 亮輔,はい,休眠
rs Outdoor Corporation,,,,rs Outdoor Corporation,Deckers Outdoor Corporation,, 翼,いいえ,
Percept株式会社,,,,Percept,,DEEPPER, 達哉,いいえ,
ORE,,,,,,,サイン #,いいえ,
ery Hero Japan株式会社,,,,ery Hero Japan,,, 健太,いいえ,
EMC,,,,EMC,,, 浩,いいえ,
Global B.V.,,,,Global,Dell Global B.V.,,サイン #,いいえ,
Inc.,,,,,Dell Inc.,,サイン #,いいえ,
India Private Ltd.,,,,,Dell India Private Ltd.,,サイン #,いいえ,
International Services India Pvt. Ltd.,,,,,,,サイン #,いいえ,
Japan Inc.,,,,,,,サイン #,いいえ,
SecureWorks Japan,,,,SecureWorks Japan,Dell SecureWorks Japan,, 咲千子,いいえ,
Software Group,,,,ウェアグループ,Dell Software Group,,サイン #,いいえ,
MC,,,,MC,,,サイン #,いいえ,
業,,,,業,,,サイン #,いいえ,
IX,,,,,,,サイン #,いいえ,
ix Corp.,,,,ix Corp.,,,サイン #,いいえ,
ix Software合同会社,,,,,,,サイン #,いいえ,
"WIN CONSULTING, INC.",,,,,,,サイン #,いいえ,
ux Japan K.K.,,,,・ジャパンカブシキガイシャ,,,サイン #,いいえ,
D MATRIX,,,,,,,サイン #,いいえ,
o Technologies株式会社,,,,,,,サイン #,いいえ,
" (CHINA) INVESTMENT CO., LTD",,,,,,,サイン #,いいえ,
" (CHINA) INVESTMENT CO., LTD.",,,,,,,サイン #,いいえ,
" INTERNATIONAL AMERICA, INC.",,,," INTERNATIONAL AMERICA, INC.",,,サイン #,いいえ,
" INTERNATIONAL AMERICA,INC",,,," INTERNATIONAL AMERICA,INC",,,サイン #,いいえ,
" INTERNATIONAL ASIA CO., LTD.",,,," INTERNATIONAL ASIA CO., LTD.",,,サイン #,いいえ,
" Products and Services Americas,Inc",,,," Products and Services Americas,Inc",,,サイン #,いいえ,
U INC.,,,,,,,サイン #,いいえ,
U INC. KANSAI,,,,,,,サイン #,いいえ,
GN,,,,,,,サイン #,いいえ,
GN INC.,,,,,,,サイン #,いいえ,
RKZ,,,,RKZ,,,サイン #,いいえ,
ライチェーン株式会社,,,,チエルサプライチェーン,,DHLSP, 伊織,いいえ,
パン株式会社,,,,,,"国際エクスプレスサービス,物流,航空貨物輸送,貨物保管,貨物輸送,輸送ソリューション",サイン #,いいえ,
G SEMICONDUCTOR Plc.,,,, セミコンダクター,DIALOG SEMICONDUCTOR Plc.,DIALOG, 尚弘,はい,休眠
ad,,,,,,グループウェア開発,サイン #,いいえ,
セットマネジメント株式会社,,,,セットマネジメント,"DIAM Co., Ltd.",, 貴広,いいえ,
会社,,,,,,, 健太,いいえ,
会社,,,,エー,,,サイン #,いいえ,
会社,,,,,DIC Corporation,DIC, 由佳梨,いいえ,
ビリティジャパン株式会社,,,,ビリティジャパン,,, 晃太,いいえ,
クスト株式会社,,,,クスト,,,サイン #,いいえ,
al Entertainment Asset Pte.Ltd.,,,,al Entertainment Asset Pte.Ltd.,,,サイン #,いいえ,
AL GUARDIAN,,,,,,,サイン #,いいえ,
sion data,,,,,,,サイン #,いいえ,
sion Data Asia Pacific Pte.Ltd.,,,,ョンデータアジアパシフィック,,,サイン #,いいえ,
フォメーションシステムズ株式会社,,,,フォメーションシステムズ,"DIR Information Systems Co.,Ltd.",DRI,サイン #,はい,休眠
テムテクノロジー株式会社,,,,テムテクノロジー,,, 喜隆,いいえ,
o,,,,ノ,DiVino,,サイン #,いいえ,
o,,,,,,,サイン #,いいえ,
APAN株式会社,,,,APAN,,DJI, 賢太郎,いいえ,
ャパン株式会社,,,,ャパン,,DKSH,サイン #,はい,休眠
iper Japan Services KK,,,,エーパイパージャパンサービシズ,DLA Piper Japan Services KK,DLAJPN,サイン #,はい,休眠
iper Rudnick Gray Cary Asia LLP,,,,エーパイパー,DLA Piper Rudnick Gray Cary Asia LLP,DLAPIPER,サイン #,はい,休眠
rect SFG証券株式会社,,,,ジェイディレクトエスエフジーショウケン,,,サイン #,はい,休眠
機株式会社,,,,,,"マシニングセンタ,工作機械,数値制御装置付旋盤,金属加工機製造,金属加工機販売",サイン #,いいえ,
OUNDATION,,,,OUNDATION,,,サイン #,いいえ,
om,,,,,,,サイン #,いいえ,
omラボ,,,,,,,サイン #,いいえ,
ニング合同会社,,,,ニング,DMR Planning Ltd.,, 尚紀,いいえ,
edia株式会社,,,,edia株式会社,DNA Media K.K.,,サイン #,いいえ,
Lビジネス・アシュアランス・ジャパン株式会社,兵庫県神戸市中央区御幸通4-2-20 三宮中央ビル9F,,3500000,,,,サイン #,いいえ,
entures,,,,,,,サイン #,いいえ,
NE ARTS,,,,,,,サイン #,いいえ,
K.K.,,,,,,,サイン #,いいえ,
ty Ltd,,,,,,,サイン #,いいえ,
RA CPTG Essential Oils Japan合同会社,東京都港区西麻布3-5-5 dōTERRA Japanビル,,,,,,サイン #,いいえ,
 Japan Inc.,,,,,,,サイン #,いいえ,
ールディングス株式会社,,,,ルデイングス,,,サイン #,いいえ,
Up株式会社,,,,,,,サイン #,いいえ,
r Group Pte Ltd,,,,r Group Pte Ltd,Dowser Group Pte Ltd,,サイン #,いいえ,
会社,,,,,,,サイン #,いいえ,
ox Japan株式会社,,,,ox Japan,Dropbox Japan K.K.,,サイン #,いいえ,
Information Association,,,,ンフォメーションアソシエーション,Drug Information Association,,サイン #,はい,休眠
合同会社,,,,,,"クラウドサービス,クラウドセキュリティ,クラウド開発,ネットワーク構築",サイン #,いいえ,
会社,,,,,,,サイン #,いいえ,
E Japan株式会社,,,,E JAPAN,dSPACE Japan K.K.,DSJ, 匡一,いいえ,
フード&ケミカル株式会社,大阪市北区梅田2-5-25,215,32100000000,,,,サイン #,いいえ,
株式会社,,,,,,,サイン #,いいえ,
"apan, Inc.",,,,apan,"DTS Japan, Inc.",DTS,サイン #,いいえ,
会社,,,,,,DTS-1,サイン #,はい,休眠
Solutions,,,,ーダブリューオーソリューションズ,,DTWO, 康哲,はい,休眠
 Bradstreet Japan Ltd.,,,,,,,サイン #,いいえ,
echnology,,,,,,,サイン #,いいえ,
ノロジー・ジャパン,,,,,,,サイン #,いいえ,
ノロジー・ジャパン株式会社,,,,ノロジージャパン,,DXCT, 千夏,いいえ,
ノロジー・ジャパン合同会社,,,,スシーテクノロジージャパン,,, 千夏,いいえ,
ook株式会社,,,,ook株式会社,,DYNABOOK, 涼,いいえ,
ic Contract Solutions,,,,ic Contract Solutions,Dynamic Contract Solutions,DCS, 拓,いいえ,
ics Anywhere B.V.,,,,ics Anywhere B.V.,Dynamics Anywhere B.V.,,サイン #,いいえ,
race合同会社,,,,,,,サイン #,いいえ,
 Technology株式会社,,,, Technology,,,サイン #,いいえ,
"rn Computer Exchange, Inc.",,,,"rn Computer Exchange, Inc.","Eastern Computer Exchange, Inc.",ECEI, 理,いいえ,
rn Technologies Company Limited,,,,テクノロジーズカンパニー,,ETCL, 理,いいえ,
マ株式会社,,,,マ,"EA Pharma Co.,Ltd.",EAF, 聖志,いいえ,
est2,,,,ム,,, 郁也,いいえ,
"T&S, Inc.",,,,"T&S, Inc.",,,サイン #,いいえ,
ell Personal Care Company,,,,ell Personal Care Company,Edgewell Personal Care Company,, 理,いいえ,
.K.,,,,K,EFI K.K.,EFI, Alpha俊徳,いいえ,
s,,,,s,eFocus,,サイン #,いいえ,
al Systems Co.,,,,,,,サイン #,いいえ,
ポートネットワーク株式会社,,,,ポートネットワーク,,, 克典,いいえ,
式会社,,,,,EIZO Corporation. All Rights Reserved,, 敦志,いいえ,
ネットワークス株式会社,,,,ネットワークス,e-Jan Networks Co.,,サイン #,いいえ,
ic,,,,ic,,,サイン #,いいえ,
icsearch株式会社,,,,,,,サイン #,いいえ,
"ro Scientific Industries, Inc.",,,,"ro Scientific Industries, Inc.","Electro Scientific Industries, Inc.",ESI,サイン #,はい,休眠
式会社,,,,,ELGC K.K.,ELGC, Alpha俊徳,いいえ,
ma,,,,,,,サイン #,いいえ,
Point,,,,,,,サイン #,いいえ,
ustralia,,,,ーオーストラリア,EMC Australia,,サイン #,いいえ,
orporation,,,,rporation,,,サイン #,いいえ,
nformation Systems Management Limited Singapore Branch,,,,nformation Systems Management Limited Singapore Branch,,,サイン #,いいえ,
nternatnional SARL (Singapore Branch),,,,ternatnionalSARL,,,サイン #,いいえ,
APAN K.K.,,,,,,,サイン #,いいえ,
パン株式会社,,,,,,,サイン #,いいえ,
o Technologies Pvt Ltd,,,,,,,サイン #,いいえ,
ケティング合同会社,,,,,,,サイン #,いいえ,
ary Computer Solutions,,,,ーコンピューターソリューションズ,Emissary Computer Solutions,EMIS,サイン #,いいえ,
e Enpower Services Pvt Ltd.,,,,ンパワーサービス,Encore Enpower Services Pvt Ltd.,,サイン #,いいえ,
SS,,,,,,,サイン #,いいえ,
グローブ株式会社,,,,ローブ,ENEOS GLOBE Corporation,,サイン #,いいえ,
トレーディング株式会社,,,,レーディング,ENEOS TRADING COMPANY LIMITED,, 尚紀,いいえ,
ホールディングス株式会社,,,,ールディングス,"ENEOS Holdings, Inc.",ENEOS, 彩,いいえ,
株式会社,,,,,ENEOS Corporation,, 彩,いいえ,
isme,,,,,,,サイン #,いいえ,
ico TOKYO株式会社,,,,ィコトウキョウ,Enfatico Company,,サイン #,いいえ,
"CH Consulting, Inc.",,,,"CH Consulting, Inc.","ENOTECH Consulting, Inc.",,サイン #,いいえ,
A メイトリックスワン株式会社,,,,イトリックスワン,ENOVIA Matrix One K.K.,ENOVIA,サイン #,はい,休眠
